"","state","date","site","dailycases","note","data","region"
"822","Nigeria",NA,NA,2,NA,2020-05-13,"Ondo"
"823","Nigeria",NA,NA,1,NA,2020-05-14,"Ondo"
"824","Nigeria",NA,NA,1,NA,2020-05-17,"Ondo"
"825","Nigeria",NA,NA,1,NA,2020-03-25,"Osun"
"826","Nigeria",NA,NA,1,NA,2020-03-28,"Osun"
"827","Nigeria",NA,NA,3,NA,2020-03-31,"Osun"
"828","Nigeria",NA,NA,7,NA,2020-04-01,"Osun"
"829","Nigeria",NA,NA,8,NA,2020-04-03,"Osun"
"830","Nigeria",NA,NA,12,NA,2020-04-25,"Osun"
"831","Nigeria",NA,NA,2,NA,2020-04-26,"Osun"
"832","Nigeria",NA,NA,2,NA,2020-05-02,"Osun"
"833","Nigeria",NA,NA,1,NA,2020-05-04,"Osun"
"834","Nigeria",NA,NA,1,NA,2020-05-08,"Osun"
"835","Nigeria",NA,NA,1,NA,2020-05-10,"Osun"
"836","Nigeria",NA,NA,3,NA,2020-05-13,"Osun"
"837","Nigeria",NA,NA,1,NA,2020-03-22,"Oyo"
"838","Nigeria",NA,NA,2,NA,2020-03-26,"Oyo"
"839","Nigeria",NA,NA,4,NA,2020-03-28,"Oyo"
"840","Nigeria",NA,NA,1,NA,2020-03-30,"Oyo"
"841","Nigeria",NA,NA,2,NA,2020-04-07,"Oyo"
"842","Nigeria",NA,NA,2,NA,2020-04-16,"Oyo"
"843","Nigeria",NA,NA,2,NA,2020-04-17,"Oyo"
"844","Nigeria",NA,NA,1,NA,2020-04-18,"Oyo"
"845","Nigeria",NA,NA,1,NA,2020-04-21,"Oyo"
"846","Nigeria",NA,NA,1,NA,2020-04-22,"Oyo"
"847","Nigeria",NA,NA,1,NA,2020-04-24,"Oyo"
"848","Nigeria",NA,NA,3,NA,2020-04-26,"Oyo"
"849","Nigeria",NA,NA,2,NA,2020-04-30,"Oyo"
"850","Nigeria",NA,NA,6,NA,2020-05-01,"Oyo"
"851","Nigeria",NA,NA,4,NA,2020-05-02,"Oyo"
"852","Nigeria",NA,NA,1,NA,2020-05-03,"Oyo"
"853","Nigeria",NA,NA,5,NA,2020-05-04,"Oyo"
"854","Nigeria",NA,NA,5,NA,2020-05-05,"Oyo"
"855","Nigeria",NA,NA,8,NA,2020-05-06,"Oyo"
"856","Nigeria",NA,NA,3,NA,2020-05-07,"Oyo"
"857","Nigeria",NA,NA,4,NA,2020-05-08,"Oyo"
"858","Nigeria",NA,NA,5,NA,2020-05-09,"Oyo"
"859","Nigeria",NA,NA,1,NA,2020-05-11,"Oyo"
"860","Nigeria",NA,NA,4,NA,2020-05-12,"Oyo"
"861","Nigeria",NA,NA,4,NA,2020-05-13,"Oyo"
"862","Nigeria",NA,NA,3,NA,2020-05-15,"Oyo"
"863","Nigeria",NA,NA,31,NA,2020-05-16,"Oyo"
"864","Nigeria",NA,NA,11,NA,2020-05-17,"Oyo"
"865","Nigeria",NA,NA,19,NA,2020-05-18,"Oyo"
"866","Nigeria",NA,NA,6,NA,2020-05-19,"Oyo"
"867","Nigeria",NA,NA,1,NA,2020-04-23,"Plateau"
"868","Nigeria",NA,NA,2,NA,2020-05-02,"Plateau"
"869","Nigeria",NA,NA,1,NA,2020-05-05,"Plateau"
"870","Nigeria",NA,NA,1,NA,2020-05-07,"Plateau"
"871","Nigeria",NA,NA,10,NA,2020-05-08,"Plateau"
"872","Nigeria",NA,NA,2,NA,2020-05-09,"Plateau"
"873","Nigeria",NA,NA,2,NA,2020-05-12,"Plateau"
"874","Nigeria",NA,NA,1,NA,2020-05-13,"Plateau"
"875","Nigeria",NA,NA,1,NA,2020-05-14,"Plateau"
"876","Nigeria",NA,NA,14,NA,2020-05-17,"Plateau"
"877","Nigeria",NA,NA,15,NA,2020-05-19,"Plateau"
"878","Nigeria",NA,NA,1,NA,2020-03-25,"Rivers"
"879","Nigeria",NA,NA,1,NA,2020-04-06,"Rivers"
"880","Nigeria",NA,NA,1,NA,2020-04-21,"Rivers"
"881","Nigeria",NA,NA,3,NA,2020-04-26,"Rivers"
"882","Nigeria",NA,NA,1,NA,2020-04-28,"Rivers"
"883","Nigeria",NA,NA,6,NA,2020-04-30,"Rivers"
"884","Nigeria",NA,NA,1,NA,2020-05-01,"Rivers"
"885","Nigeria",NA,NA,3,NA,2020-05-07,"Rivers"
"886","Nigeria",NA,NA,4,NA,2020-05-08,"Rivers"
"887","Nigeria",NA,NA,1,NA,2020-05-11,"Rivers"
"888","Nigeria",NA,NA,1,NA,2020-05-12,"Rivers"
"889","Nigeria",NA,NA,10,NA,2020-05-13,"Rivers"
"890","Nigeria",NA,NA,2,NA,2020-05-16,"Rivers"
"891","Nigeria",NA,NA,16,NA,2020-05-17,"Rivers"
"892","Nigeria",NA,NA,2,NA,2020-05-18,"Rivers"
"893","Nigeria",NA,NA,1,NA,2020-04-20,"Sokoto"
"894","Nigeria",NA,NA,1,NA,2020-04-24,"Sokoto"
"895","Nigeria",NA,NA,8,NA,2020-04-26,"Sokoto"
"896","Nigeria",NA,NA,9,NA,2020-04-28,"Sokoto"
"897","Nigeria",NA,NA,8,NA,2020-04-29,"Sokoto"
"898","Nigeria",NA,NA,9,NA,2020-04-30,"Sokoto"
"899","Nigeria",NA,NA,5,NA,2020-05-01,"Sokoto"
"900","Nigeria",NA,NA,13,NA,2020-05-02,"Sokoto"
"901","Nigeria",NA,NA,12,NA,2020-05-03,"Sokoto"
"902","Nigeria",NA,NA,1,NA,2020-05-05,"Sokoto"
"903","Nigeria",NA,NA,18,NA,2020-05-06,"Sokoto"
"904","Nigeria",NA,NA,4,NA,2020-05-07,"Sokoto"
"905","Nigeria",NA,NA,4,NA,2020-05-08,"Sokoto"
"906","Nigeria",NA,NA,3,NA,2020-05-09,"Sokoto"
"907","Nigeria",NA,NA,10,NA,2020-05-10,"Sokoto"
"908","Nigeria",NA,NA,2,NA,2020-05-12,"Sokoto"
"909","Nigeria",NA,NA,4,NA,2020-05-13,"Sokoto"
"910","Nigeria",NA,NA,1,NA,2020-05-17,"Sokoto"
"911","Nigeria",NA,NA,6,NA,2020-04-26,"Taraba"
"912","Nigeria",NA,NA,2,NA,2020-04-27,"Taraba"
"913","Nigeria",NA,NA,7,NA,2020-05-05,"Taraba"
"914","Nigeria",NA,NA,2,NA,2020-05-10,"Taraba"
"915","Nigeria",NA,NA,1,NA,2020-04-29,"Yobe"
"916","Nigeria",NA,NA,3,NA,2020-05-01,"Yobe"
"917","Nigeria",NA,NA,9,NA,2020-05-02,"Yobe"
"918","Nigeria",NA,NA,7,NA,2020-05-12,"Yobe"
"919","Nigeria",NA,NA,12,NA,2020-05-14,"Yobe"
"920","Nigeria",NA,NA,2,NA,2020-04-24,"Zamfara"
"921","Nigeria",NA,NA,2,NA,2020-04-28,"Zamfara"
"922","Nigeria",NA,NA,5,NA,2020-05-01,"Zamfara"
"923","Nigeria",NA,NA,3,NA,2020-05-02,"Zamfara"
"924","Nigeria",NA,NA,1,NA,2020-05-04,"Zamfara"
"925","Nigeria",NA,NA,14,NA,2020-05-05,"Zamfara"
"926","Nigeria",NA,NA,19,NA,2020-05-06,"Zamfara"
"927","Nigeria",NA,NA,19,NA,2020-05-07,"Zamfara"
"928","Nigeria",NA,NA,7,NA,2020-05-10,"Zamfara"
"929","Nigeria",NA,NA,1,NA,2020-05-11,"Zamfara"
"930","Nigeria",NA,NA,1,NA,2020-05-16,"Zamfara"
"931","Nigeria",NA,NA,10,NA,2020-05-18,"Zamfara"
"932","Senegal",2020-03-02,"Dakar",1,NA,NA,NA
"933","Senegal",2020-03-03,"Dakar",1,NA,NA,NA
"934","Senegal",2020-03-04,"Dakar",2,NA,NA,NA
"935","Senegal",2020-03-14,"Dakar",1,NA,NA,NA
"936","Senegal",2020-03-11,"Diourbel",2,NA,NA,NA
"937","Senegal",2020-03-12,"Diourbel",4,NA,NA,NA
"938","Senegal",2020-03-13,"Diourbel",11,NA,NA,NA
"939","Senegal",2020-03-14,"Diourbel",1,NA,NA,NA
"940","Senegal",2020-03-15,"Diourbel",1,NA,NA,NA
"941","Senegal",2020-03-14,"Thies",1,NA,NA,NA
"942","Senegal",2020-03-15,NA,1,NA,NA,NA
"943","South Africa",2020-03-05,"EC",0,NA,NA,NA
"944","South Africa",2020-03-07,"EC",0,NA,NA,NA
"945","South Africa",2020-03-08,"EC",0,NA,NA,NA
"946","South Africa",2020-03-09,"EC",0,NA,NA,NA
"947","South Africa",2020-03-11,"EC",0,NA,NA,NA
"948","South Africa",2020-03-12,"EC",0,NA,NA,NA
"949","South Africa",2020-03-13,"EC",0,NA,NA,NA
"950","South Africa",2020-03-14,"EC",0,NA,NA,NA
"951","South Africa",2020-03-15,"EC",0,NA,NA,NA
"952","South Africa",2020-03-16,"EC",0,NA,NA,NA
"953","South Africa",2020-03-17,"EC",0,NA,NA,NA
"954","South Africa",2020-03-18,"EC",0,NA,NA,NA
"955","South Africa",2020-03-19,"EC",0,NA,NA,NA
"956","South Africa",2020-03-20,"EC",0,NA,NA,NA
"957","South Africa",2020-03-21,"EC",1,NA,NA,NA
"958","South Africa",2020-03-22,"EC",1,NA,NA,NA
"959","South Africa",2020-03-23,"EC",0,NA,NA,NA
"960","South Africa",2020-03-24,"EC",0,NA,NA,NA
"961","South Africa",2020-03-25,"EC",0,NA,NA,NA
"962","South Africa",2020-03-26,"EC",3,NA,NA,NA
"963","South Africa",2020-03-28,"EC",5,NA,NA,NA
"964","South Africa",2020-03-29,"EC",2,NA,NA,NA
"965","South Africa",2020-03-30,"EC",0,NA,NA,NA
"966","South Africa",2020-03-31,"EC",0,NA,NA,NA
"967","South Africa",2020-04-01,"EC",3,NA,NA,NA
"968","South Africa",2020-04-02,"EC",2,NA,NA,NA
"969","South Africa",2020-04-03,"EC",4,NA,NA,NA
"970","South Africa",2020-04-04,"EC",4,NA,NA,NA
"971","South Africa",2020-04-05,"EC",6,NA,NA,NA
"972","South Africa",2020-04-06,"EC",1,NA,NA,NA
"973","South Africa",2020-04-08,"EC",13,NA,NA,NA
"974","South Africa",2020-04-09,"EC",16,NA,NA,NA
"975","South Africa",2020-04-10,"EC",7,NA,NA,NA
"976","South Africa",2020-04-11,"EC",1,NA,NA,NA
"977","South Africa",2020-04-12,"EC",19,NA,NA,NA
"978","South Africa",2020-04-13,"EC",16,NA,NA,NA
"979","South Africa",2020-04-14,"EC",70,NA,NA,NA
"980","South Africa",2020-04-15,"EC",25,NA,NA,NA
"981","South Africa",2020-04-16,"EC",21,NA,NA,NA
"982","South Africa",2020-04-17,"EC",26,NA,NA,NA
"983","South Africa",2020-04-18,"EC",24,NA,NA,NA
"984","South Africa",2020-04-19,"EC",23,NA,NA,NA
"985","South Africa",2020-04-20,"EC",17,NA,NA,NA
"986","South Africa",2020-04-21,"EC",35,NA,NA,NA
"987","South Africa",2020-04-22,"EC",32,NA,NA,NA
"988","South Africa",2020-04-23,"EC",40,NA,NA,NA
"989","South Africa",2020-04-24,"EC",63,NA,NA,NA
"990","South Africa",2020-04-25,"EC",8,NA,NA,NA
"991","South Africa",2020-04-26,"EC",47,NA,NA,NA
"992","South Africa",2020-04-27,"EC",53,NA,NA,NA
"993","South Africa",2020-04-28,"EC",28,NA,NA,NA
"994","South Africa",2020-04-29,"EC",14,NA,NA,NA
"995","South Africa",2020-04-30,"EC",17,NA,NA,NA
"996","South Africa",2020-05-01,"EC",44,NA,NA,NA
"997","South Africa",2020-05-02,"EC",41,NA,NA,NA
"998","South Africa",2020-05-03,"EC",42,NA,NA,NA
"999","South Africa",2020-05-04,"EC",40,NA,NA,NA
"1000","South Africa",2020-05-05,"EC",24,NA,NA,NA
"1001","South Africa",2020-05-06,"EC",11,NA,NA,NA
"1002","South Africa",2020-05-07,"EC",80,NA,NA,NA
"1003","South Africa",2020-05-08,"EC",60,NA,NA,NA
"1004","South Africa",2020-05-09,"EC",89,NA,NA,NA
"1005","South Africa",2020-05-10,"EC",140,NA,NA,NA
"1006","South Africa",2020-05-11,"EC",138,NA,NA,NA
"1007","South Africa",2020-05-12,"EC",148,NA,NA,NA
"1008","South Africa",2020-05-13,"EC",30,NA,NA,NA
"1009","South Africa",2020-05-14,"EC",35,NA,NA,NA
"1010","South Africa",2020-05-15,"EC",93,NA,NA,NA
"1011","South Africa",2020-05-16,"EC",150,NA,NA,NA
"1012","South Africa",2020-05-17,"EC",124,NA,NA,NA
"1013","South Africa",2020-05-18,"EC",116,NA,NA,NA
"1014","South Africa",2020-05-19,"EC",83,NA,NA,NA
"1015","South Africa",2020-05-20,"EC",80,NA,NA,NA
"1016","South Africa",2020-05-21,"EC",109,NA,NA,NA
"1017","South Africa",2020-05-22,"EC",135,NA,NA,NA
"1018","South Africa",2020-05-23,"EC",110,NA,NA,NA
"1019","South Africa",2020-05-24,"EC",121,NA,NA,NA
"1020","South Africa",2020-05-25,"EC",58,NA,NA,NA
"1021","South Africa",2020-05-26,"EC",116,NA,NA,NA
"1022","South Africa",2020-05-27,"EC",183,NA,NA,NA
"1023","South Africa",2020-05-28,"EC",259,NA,NA,NA
"1024","South Africa",2020-05-29,"EC",277,NA,NA,NA
"1025","South Africa",2020-05-30,"EC",176,NA,NA,NA
"1026","South Africa",2020-05-31,"EC",168,NA,NA,NA
"1027","South Africa",2020-06-01,"EC",184,NA,NA,NA
"1028","South Africa",2020-06-02,"EC",213,NA,NA,NA
"1029","South Africa",2020-06-03,"EC",202,NA,NA,NA
"1030","South Africa",2020-06-04,"EC",410,NA,NA,NA
"1031","South Africa",2020-06-05,"EC",304,NA,NA,NA
"1032","South Africa",2020-06-06,"EC",389,NA,NA,NA
"1033","South Africa",2020-06-07,"EC",345,NA,NA,NA
"1034","South Africa",2020-06-08,"EC",367,NA,NA,NA
"1035","South Africa",2020-06-09,"EC",419,NA,NA,NA
"1036","South Africa",2020-06-10,"EC",394,NA,NA,NA
"1037","South Africa",2020-06-11,"EC",714,NA,NA,NA
"1038","South Africa",2020-06-12,"EC",747,NA,NA,NA
"1039","South Africa",2020-06-13,"EC",635,NA,NA,NA
"1040","South Africa",2020-06-14,"EC",777,NA,NA,NA
"1041","South Africa",2020-06-15,"EC",570,NA,NA,NA
"1042","South Africa",2020-06-16,"EC",442,NA,NA,NA
"1043","South Africa",2020-06-17,"EC",880,NA,NA,NA
"1044","South Africa",2020-06-18,"EC",720,NA,NA,NA
"1045","South Africa",2020-06-19,"EC",867,NA,NA,NA
"1046","South Africa",2020-06-20,"EC",1215,NA,NA,NA
"1047","South Africa",2020-06-21,"EC",1030,NA,NA,NA
"1048","South Africa",2020-06-22,"EC",1144,NA,NA,NA
"1049","South Africa",2020-06-23,"EC",1213,NA,NA,NA
"1050","South Africa",2020-06-24,"EC",1106,NA,NA,NA
"1051","South Africa",2020-06-25,"EC",1273,NA,NA,NA
"1052","South Africa",2020-06-26,"EC",1451,NA,NA,NA
"1053","South Africa",2020-06-27,"EC",1720,NA,NA,NA
"1054","South Africa",2020-06-28,"EC",1441,NA,NA,NA
"1055","South Africa",2020-06-29,"EC",1096,NA,NA,NA
"1056","South Africa",2020-06-30,"EC",1491,NA,NA,NA
"1057","South Africa",2020-07-01,"EC",1654,NA,NA,NA
"1058","South Africa",2020-07-02,"EC",1263,NA,NA,NA
"1059","South Africa",2020-07-03,"EC",1554,NA,NA,NA
"1060","South Africa",2020-07-04,"EC",2004,NA,NA,NA
"1061","South Africa",2020-07-05,"EC",1487,NA,NA,NA
"1062","South Africa",2020-07-06,"EC",2433,NA,NA,NA
"1063","South Africa",2020-07-07,"EC",2320,NA,NA,NA
"1064","South Africa",2020-07-08,"EC",1956,NA,NA,NA
"1065","South Africa",2020-07-09,"EC",2075,NA,NA,NA
"1066","South Africa",2020-07-10,"EC",1852,NA,NA,NA
"1067","South Africa",2020-07-11,"EC",1948,NA,NA,NA
"1068","South Africa",2020-07-12,"EC",2068,NA,NA,NA
"1069","South Africa",2020-07-13,"EC",1758,NA,NA,NA
"1070","South Africa",2020-07-14,"EC",1901,NA,NA,NA
"1071","South Africa",2020-07-15,"EC",1625,NA,NA,NA
"1072","South Africa",2020-07-16,"EC",1602,NA,NA,NA
"1073","South Africa",2020-07-17,"EC",1674,NA,NA,NA
"1074","South Africa",2020-07-18,"EC",2116,NA,NA,NA
"1075","South Africa",2020-07-19,"EC",2205,NA,NA,NA
"1076","South Africa",2020-07-20,"EC",2135,NA,NA,NA
"1077","South Africa",2020-07-21,"EC",1443,NA,NA,NA
"1078","South Africa",2020-07-22,"EC",1059,NA,NA,NA
"1079","South Africa",2020-07-23,"EC",1627,NA,NA,NA
"1080","South Africa",2020-07-24,"EC",1893,NA,NA,NA
"1081","South Africa",2020-07-25,"EC",1434,NA,NA,NA
"1082","South Africa",2020-07-26,"EC",813,NA,NA,NA
"1083","South Africa",2020-07-27,"EC",646,NA,NA,NA
"1084","South Africa",2020-07-28,"EC",836,NA,NA,NA
"1085","South Africa",2020-07-29,"EC",805,NA,NA,NA
"1086","South Africa",2020-07-30,"EC",1183,NA,NA,NA
"1087","South Africa",2020-07-31,"EC",883,NA,NA,NA
"1088","South Africa",2020-08-01,"EC",844,NA,NA,NA
"1089","South Africa",2020-08-02,"EC",628,NA,NA,NA
"1090","South Africa",2020-08-03,"EC",264,NA,NA,NA
"1091","South Africa",2020-08-04,"EC",170,NA,NA,NA
"1092","South Africa",2020-08-05,"EC",556,NA,NA,NA
"1093","South Africa",2020-08-06,"EC",614,NA,NA,NA
"1094","South Africa",2020-08-07,"EC",601,NA,NA,NA
"1095","South Africa",2020-08-08,"EC",459,NA,NA,NA
"1096","South Africa",2020-08-09,"EC",327,NA,NA,NA
"1097","South Africa",2020-08-10,"EC",186,NA,NA,NA
"1098","South Africa",2020-08-11,"EC",128,NA,NA,NA
"1099","South Africa",2020-08-12,"EC",64,NA,NA,NA
"1100","South Africa",2020-08-13,"EC",223,NA,NA,NA
"1101","South Africa",2020-08-14,"EC",370,NA,NA,NA
"1102","South Africa",2020-08-15,"EC",299,NA,NA,NA
"1103","South Africa",2020-08-16,"EC",335,NA,NA,NA
"1104","South Africa",2020-08-17,"EC",86,NA,NA,NA
"1105","South Africa",2020-08-18,"EC",52,NA,NA,NA
"1106","South Africa",2020-08-19,"EC",218,NA,NA,NA
"1107","South Africa",2020-08-20,"EC",224,NA,NA,NA
"1108","South Africa",2020-08-21,"EC",201,NA,NA,NA
"1109","South Africa",2020-08-22,"EC",252,NA,NA,NA
"1110","South Africa",2020-08-23,"EC",164,NA,NA,NA
"1111","South Africa",2020-08-24,"EC",37,NA,NA,NA
"1112","South Africa",2020-08-25,"EC",71,NA,NA,NA
"1113","South Africa",2020-08-26,"EC",161,NA,NA,NA
"1114","South Africa",2020-08-27,"EC",153,NA,NA,NA
"1115","South Africa",2020-08-28,"EC",76,NA,NA,NA
"1116","South Africa",2020-08-29,"EC",198,NA,NA,NA
"1117","South Africa",2020-08-30,"EC",161,NA,NA,NA
"1118","South Africa",2020-08-31,"EC",103,NA,NA,NA
"1119","South Africa",2020-09-01,"EC",54,NA,NA,NA
"1120","South Africa",2020-09-02,"EC",105,NA,NA,NA
"1121","South Africa",2020-09-03,"EC",167,NA,NA,NA
"1122","South Africa",2020-09-04,"EC",146,NA,NA,NA
"1123","South Africa",2020-09-05,"EC",120,NA,NA,NA
"1124","South Africa",2020-09-06,"EC",94,NA,NA,NA
"1125","South Africa",2020-09-07,"EC",19,NA,NA,NA
"1126","South Africa",2020-09-08,"EC",58,NA,NA,NA
"1127","South Africa",2020-09-09,"EC",114,NA,NA,NA
"1128","South Africa",2020-09-10,"EC",88,NA,NA,NA
"1129","South Africa",2020-09-11,"EC",94,NA,NA,NA
"1130","South Africa",2020-09-12,"EC",101,NA,NA,NA
"1131","South Africa",2020-09-13,"EC",92,NA,NA,NA
"1132","South Africa",2020-09-14,"EC",41,NA,NA,NA
"1133","South Africa",2020-09-15,"EC",57,NA,NA,NA
"1134","South Africa",2020-09-16,"EC",150,NA,NA,NA
"1135","South Africa",2020-09-17,"EC",113,NA,NA,NA
"1136","South Africa",2020-09-18,"EC",118,NA,NA,NA
"1137","South Africa",2020-09-19,"EC",140,NA,NA,NA
"1138","South Africa",2020-09-20,"EC",130,NA,NA,NA
"1139","South Africa",2020-09-21,"EC",41,NA,NA,NA
"1140","South Africa",2020-09-22,"EC",114,NA,NA,NA
"1141","South Africa",2020-09-23,"EC",101,NA,NA,NA
"1142","South Africa",2020-09-24,"EC",149,NA,NA,NA
"1143","South Africa",2020-09-25,"EC",111,NA,NA,NA
"1144","South Africa",2020-09-26,"EC",96,NA,NA,NA
"1145","South Africa",2020-09-27,"EC",116,NA,NA,NA
"1146","South Africa",2020-09-28,"EC",83,NA,NA,NA
"1147","South Africa",2020-09-29,"EC",101,NA,NA,NA
"1148","South Africa",2020-09-30,"EC",128,NA,NA,NA
"1149","South Africa",2020-03-05,"FS",0,NA,NA,NA
"1150","South Africa",2020-03-07,"FS",0,NA,NA,NA
"1151","South Africa",2020-03-08,"FS",0,NA,NA,NA
"1152","South Africa",2020-03-09,"FS",0,NA,NA,NA
"1153","South Africa",2020-03-11,"FS",0,NA,NA,NA
"1154","South Africa",2020-03-12,"FS",0,NA,NA,NA
"1155","South Africa",2020-03-13,"FS",0,NA,NA,NA
"1156","South Africa",2020-03-14,"FS",0,NA,NA,NA
"1157","South Africa",2020-03-15,"FS",0,NA,NA,NA
"1158","South Africa",2020-03-16,"FS",0,NA,NA,NA
"1159","South Africa",2020-03-17,"FS",0,NA,NA,NA
"1160","South Africa",2020-03-18,"FS",0,NA,NA,NA
"1161","South Africa",2020-03-19,"FS",0,NA,NA,NA
"1162","South Africa",2020-03-20,"FS",7,NA,NA,NA
"1163","South Africa",2020-03-21,"FS",0,NA,NA,NA
"1164","South Africa",2020-03-22,"FS",2,NA,NA,NA
"1165","South Africa",2020-03-23,"FS",4,NA,NA,NA
"1166","South Africa",2020-03-24,"FS",5,NA,NA,NA
"1167","South Africa",2020-03-25,"FS",12,NA,NA,NA
"1168","South Africa",2020-03-26,"FS",19,NA,NA,NA
"1169","South Africa",2020-03-28,"FS",19,NA,NA,NA
"1170","South Africa",2020-03-29,"FS",4,NA,NA,NA
"1171","South Africa",2020-03-30,"FS",0,NA,NA,NA
"1172","South Africa",2020-03-31,"FS",2,NA,NA,NA
"1173","South Africa",2020-04-01,"FS",2,NA,NA,NA
"1174","South Africa",2020-04-02,"FS",8,NA,NA,NA
"1175","South Africa",2020-04-03,"FS",0,NA,NA,NA
"1176","South Africa",2020-04-04,"FS",1,NA,NA,NA
"1177","South Africa",2020-04-05,"FS",2,NA,NA,NA
"1178","South Africa",2020-04-06,"FS",2,NA,NA,NA
"1179","South Africa",2020-04-08,"FS",-1,NA,NA,NA
"1180","South Africa",2020-04-09,"FS",5,NA,NA,NA
"1181","South Africa",2020-04-10,"FS",1,NA,NA,NA
"1182","South Africa",2020-04-11,"FS",0,NA,NA,NA
"1183","South Africa",2020-04-12,"FS",2,NA,NA,NA
"1184","South Africa",2020-04-13,"FS",0,NA,NA,NA
"1185","South Africa",2020-04-14,"FS",2,NA,NA,NA
"1186","South Africa",2020-04-15,"FS",-1,NA,NA,NA
"1187","South Africa",2020-04-16,"FS",1,NA,NA,NA
"1188","South Africa",2020-04-17,"FS",2,NA,NA,NA
"1189","South Africa",2020-04-18,"FS",0,NA,NA,NA
"1190","South Africa",2020-04-19,"FS",0,NA,NA,NA
"1191","South Africa",2020-04-20,"FS",5,NA,NA,NA
"1192","South Africa",2020-04-21,"FS",1,NA,NA,NA
"1193","South Africa",2020-04-22,"FS",0,NA,NA,NA
"1194","South Africa",2020-04-23,"FS",0,NA,NA,NA
"1195","South Africa",2020-04-24,"FS",5,NA,NA,NA
"1196","South Africa",2020-04-25,"FS",0,NA,NA,NA
"1197","South Africa",2020-04-26,"FS",-1,NA,NA,NA
"1198","South Africa",2020-04-27,"FS",1,NA,NA,NA
"1199","South Africa",2020-04-28,"FS",2,NA,NA,NA
"1200","South Africa",2020-04-29,"FS",0,NA,NA,NA
"1201","South Africa",2020-04-30,"FS",3,NA,NA,NA
"1202","South Africa",2020-05-01,"FS",2,NA,NA,NA
"1203","South Africa",2020-05-02,"FS",3,NA,NA,NA
"1204","South Africa",2020-05-03,"FS",1,NA,NA,NA
"1205","South Africa",2020-05-04,"FS",3,NA,NA,NA
"1206","South Africa",2020-05-05,"FS",3,NA,NA,NA
"1207","South Africa",2020-05-06,"FS",2,NA,NA,NA
"1208","South Africa",2020-05-07,"FS",4,NA,NA,NA
"1209","South Africa",2020-05-08,"FS",-1,NA,NA,NA
"1210","South Africa",2020-05-09,"FS",1,NA,NA,NA
"1211","South Africa",2020-05-10,"FS",1,NA,NA,NA
"1212","South Africa",2020-05-11,"FS",0,NA,NA,NA
"1213","South Africa",2020-05-12,"FS",0,NA,NA,NA
"1214","South Africa",2020-05-13,"FS",3,NA,NA,NA
"1215","South Africa",2020-05-14,"FS",7,NA,NA,NA
"1216","South Africa",2020-05-15,"FS",6,NA,NA,NA
"1217","South Africa",2020-05-16,"FS",2,NA,NA,NA
"1218","South Africa",2020-05-17,"FS",5,NA,NA,NA
"1219","South Africa",2020-05-18,"FS",5,NA,NA,NA
"1220","South Africa",2020-05-19,"FS",5,NA,NA,NA
"1221","South Africa",2020-05-20,"FS",12,NA,NA,NA
"1222","South Africa",2020-05-21,"FS",4,NA,NA,NA
"1223","South Africa",2020-05-22,"FS",1,NA,NA,NA
"1224","South Africa",2020-05-23,"FS",11,NA,NA,NA
"1225","South Africa",2020-05-24,"FS",6,NA,NA,NA
"1226","South Africa",2020-05-25,"FS",6,NA,NA,NA
"1227","South Africa",2020-05-26,"FS",-2,NA,NA,NA
"1228","South Africa",2020-05-27,"FS",15,NA,NA,NA
"1229","South Africa",2020-05-28,"FS",4,NA,NA,NA
"1230","South Africa",2020-05-29,"FS",6,NA,NA,NA
"1231","South Africa",2020-05-30,"FS",30,NA,NA,NA
"1232","South Africa",2020-05-31,"FS",17,NA,NA,NA
"1233","South Africa",2020-06-01,"FS",7,NA,NA,NA
"1234","South Africa",2020-06-02,"FS",14,NA,NA,NA
"1235","South Africa",2020-06-03,"FS",20,NA,NA,NA
"1236","South Africa",2020-06-04,"FS",3,NA,NA,NA
"1237","South Africa",2020-06-05,"FS",14,NA,NA,NA
"1238","South Africa",2020-06-06,"FS",12,NA,NA,NA
"1239","South Africa",2020-06-07,"FS",13,NA,NA,NA
"1240","South Africa",2020-06-08,"FS",12,NA,NA,NA
"1241","South Africa",2020-06-09,"FS",18,NA,NA,NA
"1242","South Africa",2020-06-10,"FS",10,NA,NA,NA
"1243","South Africa",2020-06-11,"FS",5,NA,NA,NA
"1244","South Africa",2020-06-12,"FS",29,NA,NA,NA
"1245","South Africa",2020-06-13,"FS",22,NA,NA,NA
"1246","South Africa",2020-06-14,"FS",38,NA,NA,NA
"1247","South Africa",2020-06-15,"FS",17,NA,NA,NA
"1248","South Africa",2020-06-16,"FS",66,NA,NA,NA
"1249","South Africa",2020-06-17,"FS",30,NA,NA,NA
"1250","South Africa",2020-06-18,"FS",41,NA,NA,NA
"1251","South Africa",2020-06-19,"FS",9,NA,NA,NA
"1252","South Africa",2020-06-20,"FS",42,NA,NA,NA
"1253","South Africa",2020-06-21,"FS",33,NA,NA,NA
"1254","South Africa",2020-06-22,"FS",39,NA,NA,NA
"1255","South Africa",2020-06-23,"FS",42,NA,NA,NA
"1256","South Africa",2020-06-24,"FS",75,NA,NA,NA
"1257","South Africa",2020-06-25,"FS",87,NA,NA,NA
"1258","South Africa",2020-06-26,"FS",93,NA,NA,NA
"1259","South Africa",2020-06-27,"FS",91,NA,NA,NA
"1260","South Africa",2020-06-28,"FS",119,NA,NA,NA
